X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X13_ FC11,X13_ FC13,X13_ FC14,X14_ CA23,X14_ CA26,X14_ CA30,X14_ CA33,X14_ CA43,X14_ CA49,X14_ CA58,X14_ CA59,y
1.206037985667804,0.7108623179903653,-1.0011214387312928,-0.5517052126079945,-0.7533847950339021,3.00404483319231,-0.42849739832848666,0.41477023658960865,0.7112039658907484,-0.6931773857968405,1.1198193245251227,1.6135468908292045,-0.650163097669676,-0.8535072209836225,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,3.1986368241861483,-0.15524569284077278,-0.1532466781359221,3
0.867782572318246,-0.8877414259341176,-0.22662315074906528,-0.709566520130428,-0.6307418773468514,-0.6958682768089645,0.4620685897951712,-0.4636550435484195,-0.4878170899109756,-0.8423545491625943,0.1921863738804188,1.6135468908292045,-0.650163097669676,-0.8535072209836225,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,3.1986368241861483,-0.15524569284077278,-0.1532466781359221,3
0.43033948136994526,-0.022296229238468166,0.5478751372331623,0.5194965170085178,-1.1037931312826186,-0.6676605529715977,0.8437397275624531,0.6239191128129488,-0.42684991758207436,-0.8550120054481735,1.0167489966757113,1.6135468908292045,-0.650163097669676,-0.8535072209836225,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,0
-1.1312306223641049,-1.0874595482484983,0.7691603623709415,-1.0873060774162508,-0.8409868790960813,-0.1364150873678569,-0.1422440450030252,-1.6348887503991238,-0.7926529515554817,-0.44454878018725086,-1.2851549919611471,-0.6197526738662661,-0.650163097669676,1.1716362503032511,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,1
0.4659453143541093,1.3757306269621965,-1.4436918890068515,-0.6080842510088637,-0.8234664622836455,-0.4075226553603264,-0.23766182944484568,0.8330679890362888,0.79249352899595,-1.0747092824050108,-0.4949491451156585,-0.6197526738662661,1.5380756053122893,-0.8535072209836225,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,3.9508379517733503,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,3
-0.281777178313335,-1.106480321802249,-0.11598053818017562,-1.0873060774162508,-0.8409868790960813,-0.5853880251126113,0.04859152388061577,-0.6309741445270916,-0.26427079137167114,-0.4418364681260553,0.9823922207259074,-0.6197526738662661,1.5380756053122893,-0.8535072209836225,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,5
0.354041267832451,-0.8592102656034919,-0.7798362135935135,1.6414393811858121,-0.08760895616134073,-1.0672699740009604,0.43026266164789767,-0.0035275158570714244,-0.1829812282664695,-0.5530412626350718,0.4670405814788495,-0.6197526738662661,1.5380756053122893,-0.8535072209836225,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,0
-1.217701931039932,0.9572736087796846,1.1010882000776105,-0.22470678988295395,0.47304438183660574,-0.27040177559534906,-2.1460175182812553,1.125876415748965,1.991514584797674,-0.9083541426516855,-1.4912956476599704,-0.6197526738662661,-0.650163097669676,1.1716362503032511,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,4
-1.133773896148688,1.6288160721809086,0.8798029749398312,0.47439328628782257,-0.2978539579105707,-0.7217253569932174,-1.9869878775448877,-0.7564634702610956,1.0363622183115548,-0.798957556183466,-1.2164414400615393,-0.6197526738662661,-0.650163097669676,1.1716362503032511,-0.33698948512002397,-0.2587655598842587,2.7967479879242743,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,4
-0.602229675170811,-1.4488542457697586,1.4330160377842796,1.6188877658254646,2.575494399328905,-0.3150640050045131,-1.7325404523666998,-2.0950162780904718,0.04056507027283498,-1.1117775472413498,-0.6667330248646778,-0.6197526738662661,-0.650163097669676,1.1716362503032511,-0.33698948512002397,-0.2587655598842587,2.7967479879242743,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,4
1.5366635776636128,-1.0494180011409973,0.10530468695760367,-0.0048285401195645615,-0.5256193764722364,0.041450282384428015,0.14400930832243625,-0.8401230207504317,-0.4674946991346752,0.8926210659821424,0.7762515650270841,1.6135468908292045,-0.650163097669676,-0.8535072209836225,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,3.1986368241861483,-0.15524569284077278,-0.1532466781359221,3
-0.9226821720282872,0.4246919492746695,0.10530468695760367,0.9479772088551228,1.874677726831472,-0.3370033457669095,-0.1104381168557517,1.418684842461641,0.7721711382196497,-0.7872042039182854,0.8449651169266919,-0.6197526738662661,-0.650163097669676,1.1716362503032511,2.967451639162672,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,1
-1.522894785189909,-0.6119402094047349,0.8798029749398312,-0.9181689622136435,-0.7358643782214663,-0.7844091877429212,1.0345752964460941,-1.2165909979524436,-2.6419905121988188,-0.686848657654051,0.604467685278065,-0.6197526738662661,-0.650163097669676,1.1716362503032511,-0.33698948512002397,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,1
-0.831124315783294,-0.1649520308915972,1.9862291006287278,0.508220709328344,2.6280556497662126,-0.43259618766020796,1.0663812245933675,-0.7982932455057636,-1.707160536489,-0.9246280150188586,0.2608999257800262,-0.6197526738662661,-0.650163097669676,1.1716362503032511,2.967451639162672,-0.2587655598842587,-0.3575581369210862,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,1
-1.482202404636579,1.6230006831609534,1.6543012629220588,-0.9181689622136435,-0.43801729241005727,-0.8682488113706502,-2.909359793815819,-1.2165909979524436,1.341198079956061,-0.9363813672840392,-0.42623559321605076,-0.6197526738662661,-0.650163097669676,1.1716362503032511,-0.33698948512002397,-0.2587655598842587,2.7967479879242743,-0.21980478779326468,-0.2531108621023411,-0.3126331793714771,-0.15524569284077278,-0.1532466781359221,5
